Julia's Classifier
---------------------------------------------
Expected results:

Accuracy: 0.529642
Precision: 0.540787
Recall: 0.519452
F1 Score: 0.529905



1	"Yo no creo que a nadie le haya encantado un pene flácido .
"	"Yo no creo que a nadie le haya encantado un pene flcido 
"
1	"Cher Lloyd nos dio un fin de semana fantástico presente por debutar su nueva canción , "" Sirens , "" el viernes !
"	"Cher Lloyd nos dio un fin de semana fantstico presente por debutar su nueva cancin   Sirens   el viernes 
"
1	"Mapa del tesoro gráficos no sólo proporcionan vistas detalladas de las redes de cable y de satélite alemán .
"	"Mapa del tesoro grficos no slo proporcionan vistas detalladas de las redes de cable y de satlite alemn 
"
1	"El "" diseño es muy importante para nosotros y creemos que el diseño de wearables para ese propósito específico es el camino a seguir .
"	"El  diseo es muy importante para nosotros y creemos que el diseo de wearables para ese propsito especfico es el camino a seguir 
"
1	""" Sé que estás de mi lado "" , un inmunólogo de una vez me comentó como discutimos la política de vacunación .
"	" S que ests de mi lado   un inmunlogo de una vez me coment como discutimos la poltica de vacunacin 
"
0	"Trate Invasor Ahora , Putin !
"	"Trate Invasor Ahora  Putin 
"
1	"Malditos insectos de invierno .
"	"Malditos insectos de invierno 
"
1	"Cuando se le preguntó si hay posibles razones que le sugerirían Bretaña , un país socio de la UE , para tomar un enfoque agresivo para su compañía , Steffen simplemente se encogió de hombros , perplejo .
"	"Cuando se le pregunt si hay posibles razones que le sugeriran Bretaa  un pas socio de la UE  para tomar un enfoque agresivo para su compaa  Steffen simplemente se encogi de hombros  perplejo 
"
1	"De cualquier manera , el meme Hombre épico de la barba parecía un buen ejemplo de una última cosa vale la pena considerando sobre la "" cultura de Internet "" .
"	"De cualquier manera  el meme Hombre pico de la barba pareca un buen ejemplo de una ltima cosa vale la pena considerando sobre la  cultura de Internet  
"
1	"Un aspecto de la comercialización de contenidos es saber de qué hablar , así que para facilitar eso , LinkedIn afirma que proporcionará una lista de temas que son populares entre su público objetivo .
"	"Un aspecto de la comercializacin de contenidos es saber de qu hablar  as que para facilitar eso  LinkedIn afirma que proporcionar una lista de temas que son populares entre su pblico objetivo 
"
1	"La compañía realiza dos funciones principales : rastreo de la información de calificación financiera en tiempo real y encuadramiento de los datos de calificaciones anteriores en un contexto histórico .
"	"La compaa realiza dos funciones principales  rastreo de la informacin de calificacin financiera en tiempo real y encuadramiento de los datos de calificaciones anteriores en un contexto histrico 
"
1	"Olivia Wilde dio a luz un hermoso niño !
"	"Olivia Wilde dio a luz un hermoso nio 
"
1	"Oh , no me importa , yo sólo estoy usando una nube con diamantes incrustados y sentado en la primera fila , pero que es su día , cariño !
"	"Oh  no me importa  yo slo estoy usando una nube con diamantes incrustados y sentado en la primera fila  pero que es su da  cario 
"
1	"¡ No sabía si usaba bien la cubertería !
"	" No saba si usaba bien la cubertera 
"
1	"Si usted trabaja en tecnología , usted debe mirar tu y leer The Circle .
"	"Si usted trabaja en tecnologa  usted debe mirar tu y leer The Circle 
"
1	"De acuerdo con un informe de la Asociación China de la Industria de software , se espera que la cadena de valor de los servicios de computación en la nube de China valdrán $ 122 mil millones en 2015 .
"	"De acuerdo con un informe de la Asociacin China de la Industria de software  se espera que la cadena de valor de los servicios de computacin en la nube de China valdrn   mil millones en  
"
0	"Hemos tenido una inversión en una de estas empresas con sentido de transporte móviles , Hailo , por un par de años y han aprovechado el mercado de taxis existente para construir una gran empresa de transporte móvil que opera en algunas de las ciudades más grandes de Europa y el este de los EE.UU. , donde los servicios de taxi están bien establecidos y funcionan bien .
"	"Hemos tenido una inversin en una de estas empresas con sentido de transporte mviles  Hailo  por un par de aos y han aprovechado el mercado de taxis existente para construir una gran empresa de transporte mvil que opera en algunas de las ciudades ms grandes de Europa y el este de los EEUU  donde los servicios de taxi estn bien establecidos y funcionan bien 
"
1	"Ch-ch-echa un vistazo a más fotos de Tom ( abajo ) !
"	"Chchecha un vistazo a ms fotos de Tom  abajo  
"
1	"Este patrón de desarrollo permite que las familias estén juntas fácilmente y crear lazos sociales esenciales .
"	"Este patrn de desarrollo permite que las familias estn juntas fcilmente y crear lazos sociales esenciales 
"
1	"La semana pasada , un montón de mis amigos y colegas llegaron a la ciudad para la cumbre anual celebrada en el Grand America .
"	"La semana pasada  un montn de mis amigos y colegas llegaron a la ciudad para la cumbre anual celebrada en el Grand America 
"
1	"Pero por razones que son a la vez revelador y misterioso , que rara vez puede hacer las dos cosas .
"	"Pero por razones que son a la vez revelador y misterioso  que rara vez puede hacer las dos cosas 
"
1	"David Cameron ha emitido un mensaje contundente de que "" las luces de advertencia rojas están parpadeando en el tablero de la economía mundial "" de la misma forma que en el momento cuando la crisis financiera llevó al mundo al borde del desastre hace seis años .
"	"David Cameron ha emitido un mensaje contundente de que  las luces de advertencia rojas estn parpadeando en el tablero de la economa mundial  de la misma forma que en el momento cuando la crisis financiera llev al mundo al borde del desastre hace seis aos 
"
1	"Otros en el espacio incluyen FromAtoB , Waymate y Wanderio .
"	"Otros en el espacio incluyen FromAtoB  Waymate y Wanderio 
"
1	"Ugh , esto sería un cuento de hadas hecho !
"	"Ugh  esto sera un cuento de hadas hecho 
"
1	"Sólo escriba las cosas que más de un miembro del equipo haya escuchado .
"	"Slo escriba las cosas que ms de un miembro del equipo haya escuchado 
"
1	"¿ Cuándo fue la última vez que un multimillonario escribió un libro seminal o consigue algún avance científico dramática o creó algún trabajo duradero de arte ?
"	" Cundo fue la ltima vez que un multimillonario escribi un libro seminal o consigue algn avance cientfico dramtica o cre algn trabajo duradero de arte 
"
1	"Mamá respuesta de Sidibe de Alice Tan Ridley , ( a través de Facebook ) : "" Él puede ver , se puede ver , puedo ver Gabby es una gran chica .
"	"Mam respuesta de Sidibe de Alice Tan Ridley   a travs de Facebook    l puede ver  se puede ver  puedo ver Gabby es una gran chica 
"
1	"Otro competidor potencial es WhatsApp y otros mensajeros que permiten-y el carnet de intercambio de videos , pero Kang dice Envía Cualquier lugar preserva la calidad de los archivos de imagen , mientras que permite a los usuarios enviar grandes cantidades de datos en más de 100 fotos o 2GB de videos .
"	"Otro competidor potencial es WhatsApp y otros mensajeros que permiteny el carnet de intercambio de videos  pero Kang dice Enva Cualquier lugar preserva la calidad de los archivos de imagen  mientras que permite a los usuarios enviar grandes cantidades de datos en ms de  fotos o GB de videos 
"
1	"Pulse PLAY encima para ver el video de Headlights !
"	"Pulse PLAY encima para ver el video de Headlights 
"
0	"Tuve que cerrar apagado .
"	"Tuve que cerrar apagado 
"
1	"Eso es menos de la mitad de lo que va a vender Taylor Swift en su disco 1989 en su tercera semana en la carta .
"	"Eso es menos de la mitad de lo que va a vender Taylor Swift en su disco  en su tercera semana en la carta 
"
1	"Estaba limpio y brillante y tenía la sensación de un edificio de apartamentos de lujo .
"	"Estaba limpio y brillante y tena la sensacin de un edificio de apartamentos de lujo 
"
1	"Siendo así la situación , yo también podía funcionar con más libertad , también podía tomar las posibilidades que quería tomar , porque al parecer , aprendí , que incluso el éxito no borra esos sentimientos nerviosos , negativos y continuos .
"	"Siendo as la situacin  yo tambin poda funcionar con ms libertad  tambin poda tomar las posibilidades que quera tomar  porque al parecer  aprend  que incluso el xito no borra esos sentimientos nerviosos  negativos y continuos 
"
0	"Yo realmente , realmente , definitivamente quería renunciar a esa primera noche , pero me tomó un vistazo a todo lo que jugo fresco en mi refrigerador , pensé en lo que había pagado por él , y decidí que iba a estar viendo esto a su mismo final JOVEN SEÑORA .
"	"Yo realmente  realmente  definitivamente quera renunciar a esa primera noche  pero me tom un vistazo a todo lo que jugo fresco en mi refrigerador  pens en lo que haba pagado por l  y decid que iba a estar viendo esto a su mismo final JOVEN SEORA 
"
1	"Tiene presencia en el escenario para el día , y la suficiente energía en su comedia al poder a un pequeño robot .
"	"Tiene presencia en el escenario para el da  y la suficiente energa en su comedia al poder a un pequeo robot 
"
0	"Ella hace todo lo posible , es emprendedora y enérgica , busca en cualquier lugar libre para llevar a los niños , en cualquier lugar con espacio para jugar - el parque , la piscina - en cualquier lugar para escapar de esta pequeña habitación construida para un estudiante de enfermería , no para una familia de cuatro .
"	"Ella hace todo lo posible  es emprendedora y enrgica  busca en cualquier lugar libre para llevar a los nios  en cualquier lugar con espacio para jugar  el parque  la piscina  en cualquier lugar para escapar de esta pequea habitacin construida para un estudiante de enfermera  no para una familia de cuatro 
"
1	"La ronda fue liderada por los nuevos inversores Norwest Venture Partners y Sierra Ventures también tuvo la participación de Kleiner Perkins , Venrock , Google Ventures , TomorrowVentures de Eric Schmidt , y Allegis Capital y trae el total recaudado por la forma a $ 66 millones .
"	"La ronda fue liderada por los nuevos inversores Norwest Venture Partners y Sierra Ventures tambin tuvo la participacin de Kleiner Perkins  Venrock  Google Ventures  TomorrowVentures de Eric Schmidt  y Allegis Capital y trae el total recaudado por la forma a   millones 
"
0	"Ch-ch-echa un vistazo a su entrevista perspicaz para usted mismo ( arriba ) !
"	"Chchecha un vistazo a su entrevista perspicaz para usted mismo  arriba  
"
1	"Él no sólo originó el papel y escribió el libro para el musical .
"	"l no slo origin el papel y escribi el libro para el musical 
"
0	"Para aquellos de ustedes que no haga clic en ese enlace , esto es lo que parece :
"	"Para aquellos de ustedes que no haga clic en ese enlace  esto es lo que parece 
"
0	"Se quedaron para nuestro país y hoy estamos a favor de ellos .
"	"Se quedaron para nuestro pas y hoy estamos a favor de ellos 
"
1	"Varias cuentas han sido hackeadas en la última hora y se inundó con el spam , incluso la cuenta de nuestro propio co-editor .
"	"Varias cuentas han sido hackeadas en la ltima hora y se inund con el spam  incluso la cuenta de nuestro propio coeditor 
"
1	"El edificio es sólido e imponente , el gran hall de entrada engañosamente con sus paneles de madera de 1940 , un lugar bien cuidado por sus gestores .
"	"El edificio es slido e imponente  el gran hall de entrada engaosamente con sus paneles de madera de   un lugar bien cuidado por sus gestores 
"
0	"Facebook Sin los chicos
"	"Facebook Sin los chicos
"
1	"Y estamos muy contentos de que Ventilla y CEO de amplificación , y el ex canciller del Departamento de Educación Joel Klein Ciudad de Nueva York será el escenario con nosotros en Disrupt NY próxima semana .
"	"Y estamos muy contentos de que Ventilla y CEO de amplificacin  y el ex canciller del Departamento de Educacin Joel Klein Ciudad de Nueva York ser el escenario con nosotros en Disrupt NY prxima semana 
"
1	"Usted y yo compartimos un sentido del humor único y puede empujar cuidadosamente la diversión en la otra .
"	"Usted y yo compartimos un sentido del humor nico y puede empujar cuidadosamente la diversin en la otra 
"
0	"Naessens tenía , de hecho , un poco .
"	"Naessens tena  de hecho  un poco 
"
1	"No tengo muchos amigos ; Tengo citas y personas creo que son encantadores , y me gusta verlos .
"	"No tengo muchos amigos  Tengo citas y personas creo que son encantadores  y me gusta verlos 
"
1	"Otros , sin duda una minoría , pusieron fin a la llamada con mi batido , indefenso y quebrantado .
"	"Otros  sin duda una minora  pusieron fin a la llamada con mi batido  indefenso y quebrantado 
"
1	"Le pregunté cuánto quería para que actuarse frente a esa multitud de nuevo .
"	"Le pregunt cunto quera para que actuarse frente a esa multitud de nuevo 
"
0	""" Idealmente , ella va a salir de eso más apropiada para encontrar la felicidad en una relación .
"	" Idealmente  ella va a salir de eso ms apropiada para encontrar la felicidad en una relacin 
"
1	"Depresión , ansiedad , apatía , alucinaciones , y el estrés crónico han sido reportados en las misiones en vivo y simulaciones de formación .
"	"Depresin  ansiedad  apata  alucinaciones  y el estrs crnico han sido reportados en las misiones en vivo y simulaciones de formacin 
"
1	"Esto llevó a muchos a tener que cambiar manualmente los ajustes de nuevo , al igual que este cambio han resultado en otro de los requisitos para la intervención manual para asegurarse de que usted no recibe una avalancha de mensajes nuevos que no estaban notando antes .
"	"Esto llev a muchos a tener que cambiar manualmente los ajustes de nuevo  al igual que este cambio han resultado en otro de los requisitos para la intervencin manual para asegurarse de que usted no recibe una avalancha de mensajes nuevos que no estaban notando antes 
"
1	"Para conmemorar mi relación con la vida silvestre He estado llevando esta pequeña bolsa de casi un año , un embrague de Jonathan Adler que me hizo recortar todo lo que llevo conmigo .
"	"Para conmemorar mi relacin con la vida silvestre He estado llevando esta pequea bolsa de casi un ao  un embrague de Jonathan Adler que me hizo recortar todo lo que llevo conmigo 
"
1	"Fue gracias a la tenacidad inquebrantable de Erin que PG & E habían sido expuesto por una fuga tóxica cromo 6 hacia el agua subterránea .
"	"Fue gracias a la tenacidad inquebrantable de Erin que PG  E haban sido expuesto por una fuga txica cromo  hacia el agua subterrnea 
"
1	"No hay duda de que por lo menos algunos neoconservadores , como Paul Wolfowitz , la imagen de lo que ocurrió en Europa del Este y después de 1989 jugó un papel importante en sus esperanzas para una posterior a la invasión de Irak .
"	"No hay duda de que por lo menos algunos neoconservadores  como Paul Wolfowitz  la imagen de lo que ocurri en Europa del Este y despus de  jug un papel importante en sus esperanzas para una posterior a la invasin de Irak 
"
1	"Avicii trae con un remix de hidromasaje y una aún más caliente Nuevo Vídeo !
"	"Avicii trae con un remix de hidromasaje y una an ms caliente Nuevo Vdeo 
"
1	"Somos como Ricky y Lucy pero con un puñado de niños locos tratando de manejar mi casa .
"	"Somos como Ricky y Lucy pero con un puado de nios locos tratando de manejar mi casa 
"
1	"Mi publicación de hoy es increíble .
"	"Mi publicacin de hoy es increble 
"
1	"Yo tenía algunas heridas a lamer , pero ya tenido muchas heridas profundas en mi vida .
"	"Yo tena algunas heridas a lamer  pero ya tenido muchas heridas profundas en mi vida 
"
1	"La portada polémica de Elle : La portada de septiembre de 2010 de la edición 25o aniversario de Elle , que ofrece un primer plano de Sidibe , fue criticado por unas razones .
"	"La portada polmica de Elle  La portada de septiembre de  de la edicin o aniversario de Elle  que ofrece un primer plano de Sidibe  fue criticado por unas razones 
"
1	"¿ Ella robar una copia de las notas de su terapeuta ?
"	" Ella robar una copia de las notas de su terapeuta 
"
1	"Así que para evitar parecer demasiado emocional , loco , oa cualquiera de los estereotipos relacionados comúnmente con clavijas en las mujeres , he seguido el plomo inmadura de Nate : Me alejé para tomar una cerveza y bailar con mis amigos .
"	"As que para evitar parecer demasiado emocional  loco  oa cualquiera de los estereotipos relacionados comnmente con clavijas en las mujeres  he seguido el plomo inmadura de Nate  Me alej para tomar una cerveza y bailar con mis amigos 
"
1	"Eso es uno de los mayores legados de mi madre , mi amistad contigo , porque ella es la que me ha mostrado la fuerza y la importancia que tiene este tipo de conexión .
"	"Eso es uno de los mayores legados de mi madre  mi amistad contigo  porque ella es la que me ha mostrado la fuerza y la importancia que tiene este tipo de conexin 
"
1	"Facebook no se detuvo en la adición de nuevas identidades de género .
"	"Facebook no se detuvo en la adicin de nuevas identidades de gnero 
"
1	""" Vete "" , fueron las palabras exactas que utilizó , pero el tono era más como , "" Si no te apartas de mi presencia voy a atarte y personalmente arrancar uñas de los pies con un juego de pinzas .
"	" Vete   fueron las palabras exactas que utiliz  pero el tono era ms como   Si no te apartas de mi presencia voy a atarte y personalmente arrancar uas de los pies con un juego de pinzas 
"
0	"He publicado la historia de aquí antes y la puede ir a leer si así lo desea .
"	"He publicado la historia de aqu antes y la puede ir a leer si as lo desea 
"
1	"Un día después que la policía conmocionaron a la ciudad disparando gases lacrimógenos contra la multitud , los manifestantes pasaron una noche tranquila Lunes canto como las calles bloqueadas en varias partes de Hong Kong .
"	"Un da despus que la polica conmocionaron a la ciudad disparando gases lacrimgenos contra la multitud  los manifestantes pasaron una noche tranquila Lunes canto como las calles bloqueadas en varias partes de Hong Kong 
"
1	"El motor de búsqueda por voz puede comprender una amplia variedad de comandos conversacionales y aprende a medida que avanza , para que los usuarios no tengan que repetirse cuando están buscando a través de una gran cantidad de videos .
"	"El motor de bsqueda por voz puede comprender una amplia variedad de comandos conversacionales y aprende a medida que avanza  para que los usuarios no tengan que repetirse cuando estn buscando a travs de una gran cantidad de videos 
"
1	"( Para darle el contexto de donde yo me encontraba , esto fue alrededor de 2008 o 2009 , antes del show de Comedy Central , antes de que mi libro , cuando realmente era sólo un chico que era conocido por todos los escenarios de Nueva York , pero no pudo tomar un descanso para la vida de mí y era un poco convirtiendo tristemente famoso por ello .
"	" Para darle el contexto de donde yo me encontraba  esto fue alrededor de  o   antes del show de Comedy Central  antes de que mi libro  cuando realmente era slo un chico que era conocido por todos los escenarios de Nueva York  pero no pudo tomar un descanso para la vida de m y era un poco convirtiendo tristemente famoso por ello 
"
1	"¿ Los repartes con moderación ?
"	" Los repartes con moderacin 
"
1	"Lo que esto significa es que usted puede señalar Kimono en un sitio web , establecer parámetros , y arrastrar los datos de allí .
"	"Lo que esto significa es que usted puede sealar Kimono en un sitio web  establecer parmetros  y arrastrar los datos de all 
"
1	"En un chat con Barrett Brown , Doyon fue efusivo .
"	"En un chat con Barrett Brown  Doyon fue efusivo 
"
1	"Es eso que le sale salir de la cama por las mañanas .
"	"Es eso que le sale salir de la cama por las maanas 
"
1	"En primer lugar , bahahahah , Shaquille O ' Neal tiene un perfil de LinkedIn ?
"	"En primer lugar  bahahahah  Shaquille O  Neal tiene un perfil de LinkedIn 
"
1	"Entre 2005 y 2011 , la socióloga de la Universidad de Nueva York Paula Inglaterra , PhD , llevó a cabo una encuesta en línea en la que se recopiló datos de más de 20.000 estudiantes de 21 colegios y universidades en todos los Estados Unidos .
"	"Entre  y   la sociloga de la Universidad de Nueva York Paula Inglaterra  PhD  llev a cabo una encuesta en lnea en la que se recopil datos de ms de  estudiantes de  colegios y universidades en todos los Estados Unidos 
"
1	"Pero tal vez esto también es una señal : Tal vez ahora es un buen momento para inscribirlo en preescolar , lo cual originalmente había planeado hacer cuando cumpliera 3 años ( desde que tuve una niñera a tiempo completo ) .
"	"Pero tal vez esto tambin es una seal  Tal vez ahora es un buen momento para inscribirlo en preescolar  lo cual originalmente haba planeado hacer cuando cumpliera  aos  desde que tuve una niera a tiempo completo  
"
0	"Como , "" soy una mujer muy bisexual , "" y me gustaría ser como , "" Pero tu has tenido novios toda la vida ; tu no eres gay .
"	"Como   soy una mujer muy bisexual   y me gustara ser como   Pero tu has tenido novios toda la vida  tu no eres gay 
"
0	"Julia Roberts y su madre fueron acusados de No Arribo En la ceremonia conmemorativa Este fin de su media hermana Nancy Motes '
"	"Julia Roberts y su madre fueron acusados de No Arribo En la ceremonia conmemorativa Este fin de su media hermana Nancy Motes 
"
1	"Cuando no enviará como iMessage .
"	"Cuando no enviar como iMessage 
"
1	"¡ Así que muchas miradas y destapes , y cambios rápidos !
"	" As que muchas miradas y destapes  y cambios rpidos 
"
0	"Me acosté con mi mejor amigo Ex
"	"Me acost con mi mejor amigo Ex
"
1	"Pero basta con los términos técnicos y números .
"	"Pero basta con los trminos tcnicos y nmeros 
"
1	"¡ Mejor créelo !
"	" Mejor crelo 
"
1	"Mira , lo que se paga cuando se utiliza Aereo es su propia pequeña antena , almacenada en un centro de operaciones Aereo local .
"	"Mira  lo que se paga cuando se utiliza Aereo es su propia pequea antena  almacenada en un centro de operaciones Aereo local 
"
1	"Una cosa muy fresca y el mejor trabajo que jamás tendré , pero tampoco el relleno hoja de vida que deseo cuando quiera desistirdar y ve a buscar un trabajo en una empresa .
"	"Una cosa muy fresca y el mejor trabajo que jams tendr  pero tampoco el relleno hoja de vida que deseo cuando quiera desistirdar y ve a buscar un trabajo en una empresa 
"
1	"También sostiene que los desarrolladores no pierden cualquier actuación en el uso TypeScript y en realidad puede ganar en tener el compilador de manejar el código para ellos .
"	"Tambin sostiene que los desarrolladores no pierden cualquier actuacin en el uso TypeScript y en realidad puede ganar en tener el compilador de manejar el cdigo para ellos 
"
1	"Pero está en gran medida ausente del creciente y cada vez más acalorado debate sobre la creciente brecha entre los muy ricos y todos los demás .
"	"Pero est en gran medida ausente del creciente y cada vez ms acalorado debate sobre la creciente brecha entre los muy ricos y todos los dems 
"
0	"Sony Dobles Down On Tech usable Con ' Core ' de la vida-Tracking
"	"Sony Dobles Down On Tech usable Con  Core  de la vidaTracking
"
1	"Si alguna vez quiere que su amor perdido de nuevo que ella no puede basarse en una secuela-vamp fantástico , ella va a tener que recuperar la antigua usanza ...
"	"Si alguna vez quiere que su amor perdido de nuevo que ella no puede basarse en una secuelavamp fantstico  ella va a tener que recuperar la antigua usanza 
"
1	""" Todos sabemos que en el final de la estación 3 que el personaje de Lena se entra en Iowa , pero no sabíamos si realmente iría .
"	" Todos sabemos que en el final de la estacin  que el personaje de Lena se entra en Iowa  pero no sabamos si realmente ira 
"
0	"Creo que se puede ver el patrón que observo .
"	"Creo que se puede ver el patrn que observo 
"
0	"Incluido en los inversores que desechan sus acciones como parte de la recompra es incubadora Team Europe , quien Beckers solía trabajar para y , en parte , se inspiró .
"	"Incluido en los inversores que desechan sus acciones como parte de la recompra es incubadora Team Europe  quien Beckers sola trabajar para y  en parte  se inspir 
"
0	"No podría decir , "" Oh , esto es lo que ocurre con los raros viejos tristes que han visto guerras y ' estado en la montaña .
"	"No podra decir   Oh  esto es lo que ocurre con los raros viejos tristes que han visto guerras y  estado en la montaa 
"
0	"Ella había estado diseñando su propia joyería desde la escuela secundaria , cuando ella cumplió horas de servicio comunitario requeridas de Highland Park High mediante el diseño de los números de perlas y collares-cinta-Gatsby-ish entre ellos-y donarlos a un centro de crisis de embarazo local para su anual recaudación de fondos .
"	"Ella haba estado diseando su propia joyera desde la escuela secundaria  cuando ella cumpli horas de servicio comunitario requeridas de Highland Park High mediante el diseo de los nmeros de perlas y collarescintaGatsbyish entre ellosy donarlos a un centro de crisis de embarazo local para su anual recaudacin de fondos 
"
1	"Yo y mis neurosis nos quedarames bien plantados aquí en tierra firme .
"	"Yo y mis neurosis nos quedarames bien plantados aqu en tierra firme 
"
1	"( Eso sería particularmente divertido ya que Klout supuestamente ha sido adquirida por Lithium Technologies por 200 millones .
"	" Eso sera particularmente divertido ya que Klout supuestamente ha sido adquirida por Lithium Technologies por  millones 
"
1	"Richard Stallman , el hacker de primera generación en el MIT , me dijo que a pesar de que apoya muchas de las causas de los Anonymous , él consideraba estos ataques invasivos reprochables .
"	"Richard Stallman  el hacker de primera generacin en el MIT  me dijo que a pesar de que apoya muchas de las causas de los Anonymous  l consideraba estos ataques invasivos reprochables 
"
0	"NO siga leyendo SI NO QUIERES SABER LO QUE SUCEDE EN LA CUARTA TEMPORADA DE NIÑAS ANTES DE QUE AUN AIRES !
"	"NO siga leyendo SI NO QUIERES SABER LO QUE SUCEDE EN LA CUARTA TEMPORADA DE NIAS ANTES DE QUE AUN AIRES 
"
1	"¿ Recuerdas cuando no teníamos un universo de información escondida en una pequeña caja en el bolsillo ?
"	" Recuerdas cuando no tenamos un universo de informacin escondida en una pequea caja en el bolsillo 
"
1	"Lindsay era notoriamente difícil durante la producción de la serie documental .
"	"Lindsay era notoriamente difcil durante la produccin de la serie documental 
"
0	"Vea la prueba Beefy descamisado Imagen AQUÍ !
"	"Vea la prueba Beefy descamisado Imagen AQU 
"
0	"Estuve despierto toda la noche con Marlo y a pesar de que cada parte de mí quiere ser gruñón pero simplemente no puede .
"	"Estuve despierto toda la noche con Marlo y a pesar de que cada parte de m quiere ser grun pero simplemente no puede 
"
1	"Conchita tuvo un gran chapoteo en el Festival de Eurovisión , cuando el centro de atención reveló una persona magnífica , que también pasa a tener una barba completa !
"	"Conchita tuvo un gran chapoteo en el Festival de Eurovisin  cuando el centro de atencin revel una persona magnfica  que tambin pasa a tener una barba completa 
"
1	"Una Calificación Definitiva de los mejores novios de novelas de fantasía para adolescentes y adultos .
"	"Una Calificacin Definitiva de los mejores novios de novelas de fantasa para adolescentes y adultos 
"
0	"El más largo de cualquier persona que ha pasado en el espacio fue el 14 mes cosmonauta Valeri Polyakov vivió en la Estación Espacial ahora fuera de servicio-Mir ; otro cosmonauta , Valentin Lebedev , pasó 211 días en órbita en 1982 , durante el cual los niveles de radiación elevados resultaron en su perder la vista a las cataratas .
"	"El ms largo de cualquier persona que ha pasado en el espacio fue el  mes cosmonauta Valeri Polyakov vivi en la Estacin Espacial ahora fuera de servicioMir  otro cosmonauta  Valentin Lebedev  pas  das en rbita en   durante el cual los niveles de radiacin elevados resultaron en su perder la vista a las cataratas 
"
1	"Temí que entrar en un Frutas enteras , especialmente uno con un patio de comidas amplio y variado , sería un poco incómodo .
"	"Tem que entrar en un Frutas enteras  especialmente uno con un patio de comidas amplio y variado  sera un poco incmodo 
"
1	"Juegos de pegatinas están compuestos por un total de 42 imágenes que los creadores de la etiqueta engomada subir a través de la nueva herramienta .
"	"Juegos de pegatinas estn compuestos por un total de  imgenes que los creadores de la etiqueta engomada subir a travs de la nueva herramienta 
"
1	"Usualmente acompañado de una pequeña voz dentro de tu cabeza que dice "" Mierda , de un momento a estos hijos de puta se van a dar cuenta que no puedo seguir así por mucho tiempo , y entonces no voy a ser un dios de oro más nunca .
"	"Usualmente acompaado de una pequea voz dentro de tu cabeza que dice  Mierda  de un momento a estos hijos de puta se van a dar cuenta que no puedo seguir as por mucho tiempo  y entonces no voy a ser un dios de oro ms nunca 
"
1	"Freeman dice que la batería algas también carga más rápido y dura más que las baterías de iones de corriente utilizados en , por ejemplo , su teléfono celular , iPad ... o un Tesla .
"	"Freeman dice que la batera algas tambin carga ms rpido y dura ms que las bateras de iones de corriente utilizados en  por ejemplo  su telfono celular  iPad  o un Tesla 
"
0	"Almuerce un rico y posiblemente insaludable plato en el restaurante menos romántico posible , como puede ser Chiplote o Popeye ' s.
"	"Almuerce un rico y posiblemente insaludable plato en el restaurante menos romntico posible  como puede ser Chiplote o Popeye  s
"
1	"Tengo algunas herramientas pero ni idea de cómo usarlos .
"	"Tengo algunas herramientas pero ni idea de cmo usarlos 
"
1	"Niche 2 Win , Baby .
"	"Niche  Win  Baby 
"
1	"Al consultar la aplicación , los usuarios pueden determinar si la puerta del garaje está abierta , incluso tan poco como un pie , y abrir o cerrarla remotamente .
"	"Al consultar la aplicacin  los usuarios pueden determinar si la puerta del garaje est abierta  incluso tan poco como un pie  y abrir o cerrarla remotamente 
"
0	"- Brooke Burke Charvet- ( @ brookeburke ) 22 de febrero de 2014
"	" Brooke Burke Charvet   brookeburke   de febrero de 
"
0	"Se esperaba que Man Against Machine fuera uno de los grandes lanzamientos de la temporada de vacaciones , con las ventas de la primera semana entre 250.000 y 300.000 , pero de acuerdo a la industria de publicación Hits , el disco está actualmente dirigido por un debut mucho más anémico en el rango de 120.000 .
"	"Se esperaba que Man Against Machine fuera uno de los grandes lanzamientos de la temporada de vacaciones  con las ventas de la primera semana entre  y   pero de acuerdo a la industria de publicacin Hits  el disco est actualmente dirigido por un debut mucho ms anmico en el rango de  
"
1	"El éxito temprano de Alibaba Group en el comercio electrónico se debe a varios factores .
"	"El xito temprano de Alibaba Group en el comercio electrnico se debe a varios factores 
"
1	"Durante el día , mientras exploro , me baso con frecuencia en ese diario para buscar direcciones o detalles que necesito ; y también escribo breves pequeñas notas sobre las experiencias que estoy teniendo .
"	"Durante el da  mientras exploro  me baso con frecuencia en ese diario para buscar direcciones o detalles que necesito  y tambin escribo breves pequeas notas sobre las experiencias que estoy teniendo 
"
1	"Pero yo no soy bueno en la inversión en el imaginar la etapa de producción .
"	"Pero yo no soy bueno en la inversin en el imaginar la etapa de produccin 
"
1	"Diversión de este tipo como un Peter Pan , pero él tiene el trabajo y los días de vacaciones pagadas que lo respalde .
"	"Diversin de este tipo como un Peter Pan  pero l tiene el trabajo y los das de vacaciones pagadas que lo respalde 
"
0	"Mitt Romney podría haber sido un candidato más fuerte si hubiera tenido menos dinero , o al menos no habría sido tenido en cuenta sólo por ello .
"	"Mitt Romney podra haber sido un candidato ms fuerte si hubiera tenido menos dinero  o al menos no habra sido tenido en cuenta slo por ello 
"
1	"Tengo que volver a salir y aumentar mis posibilidades "" , dice ella .
"	"Tengo que volver a salir y aumentar mis posibilidades   dice ella 
"
1	"Descubra las Deets AQUÍ !
"	"Descubra las Deets AQU 
"
