hotel,is_canceled,lead_time,adults,children,market_segment,country,reserved_room_type,booking_changes,adr,customer_type
Resort Hotel,0,36,2,0,Online TA,PRT,A,0,244,Transient
Resort Hotel,0,37,2,0,Online TA,PRT,A,0,136,Transient
City Hotel,0,265,2,0,Offline TA/TO,DEU,A,0,115,Transient-Party
Resort Hotel,1,266,2,3,Online TA,PRT,H,0,151.8,Transient
City Hotel,0,117,2,0,Offline TA/TO,PRT,A,0,80.1,Transient
Resort Hotel,1,140,2,0,Groups,PRT,A,0,50,Transient
City Hotel,1,16,1,0,Offline TA/TO,PRT,A,0,43,Transient
City Hotel,1,91,2,0,Online TA,BEL,A,0,74.8,Transient
Resort Hotel,0,88,2,0,Online TA,CN,D,0,108,Transient
City Hotel,1,36,2,0,Online TA,BEL,A,0,124,Transient
Resort Hotel,0,15,2,0,Online TA,ESP,E,1,114.33,Transient
City Hotel,0,84,2,0,Groups,PRT,A,0,64,Transient-Party
City Hotel,1,139,2,2,Online TA,FRA,F,0,192.3,Transient
Resort Hotel,1,1,1,0,Online TA,PRT,A,0,55,Transient
Resort Hotel,1,103,2,0,Groups,PRT,E,0,73,Transient
Resort Hotel,0,0,1,0,Direct,PRT,A,0,48,Transient
City Hotel,1,170,2,0,Online TA,DEU,A,0,95.2,Transient
City Hotel,0,91,3,0,Online TA,ITA,D,0,152.1,Transient
Resort Hotel,0,165,2,0,Offline TA/TO,GBR,A,0,59.8,Contract
City Hotel,0,201,2,1,Online TA,DEU,D,0,129.58,Transient
Resort Hotel,0,21,2,0,Online TA,PRT,D,0,241,Transient
City Hotel,1,71,2,1,Offline TA/TO,PRT,A,0,93.08,Transient-Party
Resort Hotel,0,193,2,0,Offline TA/TO,CN,A,0,104.85,Transient
City Hotel,1,336,2,0,Offline TA/TO,PRT,A,0,101.5,Transient-Party
Resort Hotel,0,191,2,0,Offline TA/TO,PRT,A,1,85.33,Transient-Party
City Hotel,1,66,2,0,Online TA,ESP,D,0,110.84,Transient
City Hotel,0,9,2,0,Online TA,FRA,A,0,81,Transient
Resort Hotel,0,37,1,0,Groups,PRT,A,0,172,Transient-Party
City Hotel,0,41,2,0,Offline TA/TO,ITA,A,0,110,Transient-Party
City Hotel,1,39,2,0,Offline TA/TO,PRT,A,0,101.5,Transient-Party
Resort Hotel,0,339,2,0,Groups,PRT,D,0,64,Transient-Party
Resort Hotel,0,174,2,0,Online TA,IRL,D,0,77.01,Transient
City Hotel,0,148,3,0,Online TA,LUX,D,0,162,Transient
City Hotel,0,168,2,0,Offline TA/TO,ITA,A,0,80.1,Transient
City Hotel,0,4,2,0,Online TA,GBR,A,0,130,Transient
Resort Hotel,0,0,3,0,Direct,ESP,A,1,185,Transient
Resort Hotel,1,44,2,0,Online TA,PRT,A,0,48,Transient
Resort Hotel,1,145,2,0,Offline TA/TO,PRT,A,0,59.3,Transient-Party
City Hotel,0,45,2,0,Offline TA/TO,BEL,A,0,80.75,Transient
City Hotel,0,134,1,0,Groups,PRT,A,0,75,Transient-Party
City Hotel,0,25,2,0,Groups,ESP,A,0,62,Transient-Party
Resort Hotel,0,0,2,0,Direct,PRT,A,0,70,Transient
City Hotel,0,56,2,0,Direct,GBR,D,0,95.38,Transient-Party
Resort Hotel,1,98,2,1,Online TA,PRT,F,0,184.16,Transient
City Hotel,1,414,2,0,Groups,PRT,A,0,62,Transient
City Hotel,1,68,2,1,Online TA,BRA,A,0,109.8,Transient
City Hotel,0,194,2,0,Offline TA/TO,GBR,A,0,101.4,Transient-Party
Resort Hotel,0,17,2,2,Online TA,PRT,C,0,63,Transient
City Hotel,0,4,1,0,Offline TA/TO,PRT,A,0,70,Transient-Party
City Hotel,0,6,1,0,Online TA,PRT,A,1,98,Transient
City Hotel,0,99,1,0,Corporate,PRT,A,0,81,Transient-Party
City Hotel,1,166,1,0,Offline TA/TO,PRT,A,0,110,Transient
City Hotel,1,334,1,0,Groups,PRT,A,0,60,Transient-Party
City Hotel,1,40,2,0,Online TA,DEU,D,0,128.4,Transient
Resort Hotel,0,1,1,0,Corporate,PRT,A,0,30,Transient
Resort Hotel,0,12,2,0,Direct,IRL,A,0,146.7,Transient
City Hotel,1,292,2,0,Offline TA/TO,PRT,A,0,109,Transient-Party
City Hotel,0,49,2,0,Online TA,ESP,D,1,124.3,Transient
City Hotel,0,409,2,0,Groups,GBR,A,0,112.67,Transient-Party
City Hotel,0,68,2,0,Offline TA/TO,DEU,A,0,43.43,Transient
City Hotel,0,7,1,0,Corporate,PRT,E,1,125,Transient
Resort Hotel,0,0,1,0,Direct,PRT,A,0,40,Transient
Resort Hotel,1,93,2,0,Online TA,FRA,E,0,147,Transient
City Hotel,1,134,3,0,Online TA,GBR,E,0,198,Transient
Resort Hotel,0,0,1,0,Corporate,PRT,A,0,50,Transient-Party
City Hotel,0,94,2,0,Online TA,PRT,D,0,123.3,Transient
City Hotel,1,111,1,0,Online TA,AGO,A,0,78.26,Transient
City Hotel,0,175,2,0,Online TA,ESP,A,0,173.7,Transient
City Hotel,0,204,3,0,Online TA,MEX,D,0,168.3,Transient
City Hotel,1,379,1,0,Groups,PRT,A,0,60,Transient
City Hotel,0,7,2,1,Online TA,SVN,A,0,160,Transient
City Hotel,0,9,2,0,Online TA,DEU,A,0,113,Transient
City Hotel,0,117,2,0,Online TA,FRA,A,3,105.26,Transient-Party
Resort Hotel,0,4,2,0,Online TA,PRT,A,0,48,Transient
City Hotel,0,32,1,0,Online TA,GBR,A,0,120,Contract
City Hotel,1,118,2,0,Groups,PRT,A,1,120,Transient-Party
City Hotel,1,341,2,0,Groups,PRT,A,0,62,Transient-Party
City Hotel,1,580,2,0,Groups,PRT,A,0,62,Transient
City Hotel,0,27,2,0,Offline TA/TO,PRT,A,0,85,Transient
Resort Hotel,0,170,2,0,Offline TA/TO,GBR,A,0,70.98,Contract
Resort Hotel,0,72,2,0,Direct,PRT,F,0,105,Transient
City Hotel,0,10,1,0,Groups,PRT,A,1,70,Transient-Party
City Hotel,0,32,2,0,Online TA,ROU,D,0,126.26,Transient
City Hotel,1,99,2,0,Offline TA/TO,PRT,A,0,105,Transient-Party
Resort Hotel,0,183,2,2,Online TA,HUN,G,0,184.33,Transient
Resort Hotel,1,109,2,0,Online TA,ESP,D,0,224,Transient
Resort Hotel,1,259,1,0,Groups,GBR,A,0,33.3,Transient
City Hotel,1,147,3,0,Online TA,FRA,D,0,178.59,Transient
City Hotel,0,135,2,0,Offline TA/TO,PRT,A,0,85,Transient
Resort Hotel,0,80,1,0,Groups,IRL,D,3,44.8,Transient-Party
City Hotel,1,412,2,0,Groups,PRT,A,0,62,Transient
City Hotel,0,6,2,0,Direct,PRT,A,0,85,Transient
Resort Hotel,0,113,2,0,Direct,SWE,D,0,42.28,Transient
City Hotel,0,68,3,0,Online TA,FRA,E,0,234,Transient
Resort Hotel,1,305,2,1,Offline TA/TO,PRT,A,0,161,Transient
City Hotel,0,60,2,0,Online TA,PRT,D,0,149.77,Transient
City Hotel,0,6,2,1,Offline TA/TO,PRT,A,0,77.5,Transient
City Hotel,0,5,2,0,Online TA,PRT,A,0,99,Transient
Resort Hotel,0,211,2,0,Online TA,NLD,D,0,100,Transient
City Hotel,1,159,2,0,Online TA,BEL,D,0,130.5,Transient
City Hotel,1,162,1,0,Groups,PRT,A,0,80,Transient
City Hotel,1,279,2,0,Offline TA/TO,PRT,A,0,110,Transient
Resort Hotel,1,0,2,0,Online TA,PRT,D,0,73,Transient
Resort Hotel,0,11,2,0,Groups,SWE,D,0,65,Transient-Party
Resort Hotel,0,110,2,0,Online TA,USA,E,0,107.8,Transient
City Hotel,1,138,2,0,Online TA,GBR,A,0,97.33,Transient
City Hotel,0,23,2,1,Direct,USA,G,0,285,Transient
City Hotel,0,96,2,0,Online TA,NLD,A,0,88.83,Transient-Party
Resort Hotel,1,45,2,0,Online TA,PRT,A,1,56,Transient
Resort Hotel,1,64,2,0,Groups,PRT,A,0,29,Transient
City Hotel,0,101,3,0,Online TA,FRA,D,0,195,Transient
Resort Hotel,1,211,2,0,Groups,PRT,A,0,30,Transient
Resort Hotel,0,40,2,0,Offline TA/TO,GBR,E,0,40.79,Transient
Resort Hotel,0,0,2,2,Direct,PRT,H,1,139.33,Transient
City Hotel,0,158,2,0,Online TA,BEL,A,0,89.25,Transient
Resort Hotel,1,283,1,0,Direct,PRT,A,4,169,Transient
City Hotel,0,132,2,0,Groups,PRT,A,0,90,Transient-Party
City Hotel,0,34,2,0,Online TA,CIV,A,0,178,Transient
City Hotel,0,99,1,0,Corporate,ARG,A,0,81,Transient-Party
Resort Hotel,0,287,2,0,Groups,BEL,A,3,50.5,Transient-Party
City Hotel,1,79,2,0,Online TA,ITA,D,0,105.61,Transient
City Hotel,1,20,2,0,Offline TA/TO,PRT,A,0,70,Transient-Party
Resort Hotel,0,32,2,0,Complementary,PRT,A,1,56,Transient
City Hotel,1,5,2,0,Online TA,PRT,A,0,167,Transient
Resort Hotel,0,315,2,0,Offline TA/TO,GBR,D,0,71.26,Contract
Resort Hotel,0,120,2,0,Online TA,ESP,D,0,86.4,Transient
City Hotel,1,182,2,0,Online TA,GBR,A,2,130.5,Transient
City Hotel,1,36,2,1,Online TA,ESP,D,1,159,Transient
City Hotel,0,173,2,0,Online TA,FRA,A,0,100.93,Transient
City Hotel,0,90,2,0,Online TA,ITA,D,0,84.45,Transient
City Hotel,0,212,1,0,Offline TA/TO,DEU,A,1,70,Transient-Party
Resort Hotel,0,1,2,0,Online TA,PRT,A,0,48,Transient
City Hotel,1,391,2,0,Groups,PRT,A,0,62,Transient
Resort Hotel,0,151,2,0,Online TA,IRL,A,0,120,Transient
City Hotel,1,222,2,0,Online TA,IRL,D,0,126,Transient
City Hotel,0,162,3,0,Online TA,DEU,D,0,175.5,Transient
Resort Hotel,0,15,2,0,Online TA,PRT,D,0,88,Transient-Party
City Hotel,0,109,2,0,Offline TA/TO,FRA,A,0,85,Transient
City Hotel,0,5,2,0,Online TA,DEU,A,0,118,Transient
Resort Hotel,0,6,2,0,Online TA,ESP,A,0,209,Transient
City Hotel,1,238,2,0,Online TA,GBR,A,0,117,Transient
City Hotel,0,99,2,0,Online TA,POL,A,0,101.58,Transient
Resort Hotel,0,1,1,0,Online TA,PRT,A,0,43.88,Transient
Resort Hotel,0,5,1,0,Corporate,PRT,A,0,64.5,Transient
City Hotel,1,66,2,0,Groups,PRT,A,0,100,Transient
City Hotel,0,111,2,0,Groups,ISR,A,0,95,Transient-Party
Resort Hotel,0,72,4,1,Direct,GBR,H,0,134.06,Transient
Resort Hotel,0,0,2,0,Online TA,GBR,D,0,85,Transient
City Hotel,0,103,1,0,Online TA,FIN,A,1,186,Transient
Resort Hotel,0,0,2,0,Online TA,GBR,D,0,56,Transient
Resort Hotel,0,19,2,2,Online TA,BRA,G,0,201,Transient
City Hotel,0,30,2,0,Online TA,USA,E,0,180,Transient
City Hotel,0,10,2,0,Online TA,PRT,D,0,152.53,Transient
Resort Hotel,1,309,2,0,Online TA,ITA,D,0,88.2,Transient
City Hotel,0,1,1,0,Online TA,GBR,A,0,130,Transient
City Hotel,0,50,2,0,Online TA,USA,A,0,108,Transient
City Hotel,0,81,2,0,Offline TA/TO,ITA,A,1,65,Transient-Party
City Hotel,0,36,1,0,Online TA,TUR,A,0,89.89,Contract
Resort Hotel,0,5,1,0,Online TA,PRT,A,0,39,Transient-Party
City Hotel,0,316,2,0,Groups,AUT,A,0,110,Transient-Party
City Hotel,0,44,1,0,Groups,PRT,A,1,106.67,Transient-Party
City Hotel,0,35,1,0,Direct,DEU,A,0,130,Transient
City Hotel,0,192,2,0,Groups,DZA,A,0,95,Transient-Party
City Hotel,0,93,2,0,Online TA,GBR,A,0,126,Transient
Resort Hotel,0,3,2,0,Online TA,ESP,D,0,74,Transient
Resort Hotel,0,0,2,0,Direct,FRA,D,0,86.5,Transient
City Hotel,0,56,2,0,Online TA,IRL,A,0,116.1,Transient
City Hotel,0,216,2,0,Online TA,ITA,A,0,78.3,Transient
Resort Hotel,0,90,2,0,Offline TA/TO,GBR,A,1,82.35,Contract
City Hotel,0,99,2,0,Online TA,IRL,D,0,135,Transient
City Hotel,0,2,2,0,Direct,FIN,A,0,88.2,Transient
Resort Hotel,1,13,2,0,Corporate,PRT,D,0,77,Transient
City Hotel,1,510,2,0,Groups,PRT,A,0,62.8,Transient
City Hotel,1,58,2,2,Online TA,PRT,F,1,202.3,Transient
City Hotel,1,311,2,0,Groups,PRT,A,0,62,Transient-Party
Resort Hotel,1,64,2,0,Groups,PRT,A,0,29,Transient
City Hotel,0,18,2,0,Online TA,FRA,A,0,85,Transient
City Hotel,0,190,2,0,Direct,USA,A,2,112.5,Transient
City Hotel,1,123,2,0,Online TA,ARG,A,0,108,Transient
City Hotel,0,86,2,0,Online TA,GBR,D,0,87.3,Transient
Resort Hotel,0,31,2,0,Groups,DEU,A,0,93,Transient-Party
City Hotel,0,4,2,0,Online TA,PRT,A,0,109,Transient
Resort Hotel,1,345,2,0,Online TA,SWE,D,0,107.1,Transient
City Hotel,0,7,1,0,Online TA,CHN,A,0,77.5,Transient
Resort Hotel,0,40,1,0,Groups,PRT,A,1,55,Transient-Party
Resort Hotel,1,38,2,0,Online TA,PRT,A,1,60,Transient
Resort Hotel,1,45,2,0,Online TA,PRT,G,0,117.81,Transient
City Hotel,0,84,2,0,Online TA,NOR,A,0,105.4,Transient
Resort Hotel,0,0,2,0,Online TA,CHN,D,0,58,Transient
City Hotel,0,159,2,0,Online TA,CN,A,0,94.5,Transient-Party
Resort Hotel,0,3,2,0,Direct,ESP,D,1,119,Transient
Resort Hotel,0,1,2,0,Direct,PRT,E,0,80,Transient-Party
Resort Hotel,0,25,2,0,Direct,PRT,A,1,115,Transient
Resort Hotel,0,6,1,0,Online TA,NLD,D,0,84.25,Transient
Resort Hotel,1,59,2,2,Online TA,PRT,G,0,112.71,Transient
City Hotel,0,12,2,0,Corporate,PRT,A,1,100,Transient-Party
Resort Hotel,1,69,2,0,Online TA,PRT,D,0,144,Transient
City Hotel,0,105,2,0,Online TA,DEU,A,0,91.81,Transient
City Hotel,1,7,2,0,Online TA,GBR,A,0,90.1,Transient
Resort Hotel,1,145,2,0,Online TA,PRT,D,2,129,Transient
Resort Hotel,0,79,2,0,Online TA,NLD,A,0,37.8,Transient
City Hotel,0,27,3,0,Online TA,DEU,D,0,177,Transient
City Hotel,1,44,2,0,Offline TA/TO,PRT,A,0,75,Transient
City Hotel,1,19,2,0,Offline TA/TO,PRT,A,0,118.15,Transient
City Hotel,0,27,2,0,Offline TA/TO,ROU,A,0,95,Transient
Resort Hotel,1,142,2,0,Direct,PRT,D,0,103.85,Transient
City Hotel,1,97,2,0,Online TA,DEU,A,0,74.8,Transient
City Hotel,0,52,1,0,Online TA,AUT,D,0,140.4,Transient
City Hotel,0,15,2,0,Online TA,FRA,A,0,139,Transient
Resort Hotel,1,247,2,0,Groups,ESP,A,0,81,Transient
City Hotel,0,1,2,0,Direct,NOR,A,0,62.8,Transient
Resort Hotel,0,1,1,0,Online TA,SWE,A,0,87,Transient
City Hotel,0,88,2,0,Offline TA/TO,PRT,A,0,112.2,Transient-Party
Resort Hotel,1,127,2,0,Online TA,PRT,A,0,106,Transient
Resort Hotel,0,0,2,0,Online TA,CN,E,0,159.2,Transient
Resort Hotel,0,6,1,0,Offline TA/TO,PRT,D,1,37,Transient
Resort Hotel,0,0,2,0,Direct,PRT,D,0,90,Transient
City Hotel,1,54,2,0,Online TA,PRT,A,0,47.43,Transient
City Hotel,1,186,2,0,Groups,PRT,A,0,130,Transient
City Hotel,1,185,2,1,Online TA,DNK,A,0,125.1,Transient
Resort Hotel,0,179,2,0,Offline TA/TO,DEU,D,0,78,Transient-Party
Resort Hotel,0,23,3,0,Online TA,RUS,F,0,218.3,Transient
City Hotel,0,7,2,0,Online TA,LUX,D,0,145,Transient
City Hotel,1,249,2,2,Online TA,RUS,B,1,86.62,Transient
Resort Hotel,1,170,2,0,Groups,CN,A,0,44.5,Transient
City Hotel,0,2,2,0,Online TA,AUT,A,0,54.71,Transient
City Hotel,1,48,2,0,Online TA,GBR,A,1,152.1,Transient
City Hotel,0,22,1,0,Complementary,PRT,D,1,0,Transient
City Hotel,0,19,2,0,Online TA,ITA,D,2,190,Transient
Resort Hotel,0,132,2,2,Online TA,PRT,C,1,196.5,Transient-Party
City Hotel,0,121,1,0,Online TA,DEU,A,1,125,Transient
City Hotel,0,265,1,0,Offline TA/TO,PRT,A,1,90,Transient-Party
Resort Hotel,1,231,2,0,Offline TA/TO,PRT,A,0,57.6,Transient
City Hotel,0,158,1,0,Groups,ISR,A,1,95,Transient-Party
City Hotel,0,405,2,0,Offline TA/TO,DEU,A,0,114.4,Transient-Party
Resort Hotel,0,9,2,0,Online TA,ESP,D,0,80.25,Transient
Resort Hotel,0,178,2,0,Offline TA/TO,SWE,A,0,61.65,Transient
Resort Hotel,1,112,1,0,Corporate,PRT,A,0,40,Transient-Party
Resort Hotel,0,35,2,0,Online TA,ESP,A,0,159.6,Transient
City Hotel,0,58,2,0,Online TA,DEU,A,0,76.92,Transient
Resort Hotel,0,24,2,0,Online TA,BEL,A,0,48,Transient
City Hotel,0,180,2,0,Offline TA/TO,FRA,C,1,130,Transient-Party
City Hotel,0,10,2,0,Online TA,FRA,A,0,88,Transient
Resort Hotel,0,2,1,0,Online TA,PRT,A,1,43,Transient
Resort Hotel,0,57,2,0,Offline TA/TO,PRT,D,1,79.2,Transient-Party
City Hotel,0,7,2,0,Corporate,PRT,D,0,110,Transient
City Hotel,1,386,2,0,Groups,PRT,A,0,62,Transient
Resort Hotel,0,82,2,0,Online TA,GBR,A,1,43.5,Transient
City Hotel,1,273,2,0,Offline TA/TO,PRT,A,0,95,Transient
City Hotel,0,51,3,0,Online TA,PRT,D,0,228.6,Transient
City Hotel,1,304,1,0,Corporate,PRT,E,0,106,Transient-Party
City Hotel,0,80,2,0,Direct,DNK,A,0,108,Transient-Party
City Hotel,1,196,2,0,Online TA,POL,A,0,116.1,Transient
Resort Hotel,0,124,2,0,Online TA,PRT,E,1,224,Transient
City Hotel,0,395,2,0,Offline TA/TO,GBR,A,0,112.67,Transient-Party
City Hotel,0,42,2,0,Online TA,ESP,A,0,74.8,Transient
City Hotel,0,4,2,0,Groups,ESP,A,0,62,Transient-Party
City Hotel,1,135,2,0,Online TA,ARG,A,0,99.45,Transient
City Hotel,0,47,3,0,Online TA,GBR,D,0,177,Transient
City Hotel,1,44,2,0,Offline TA/TO,PRT,A,0,75,Transient
City Hotel,0,3,2,0,Corporate,IRL,A,3,90,Transient-Party
City Hotel,0,73,2,0,Online TA,BGR,A,0,140,Transient
Resort Hotel,0,0,2,0,Groups,GBR,A,0,0,Transient
City Hotel,0,99,2,0,Online TA,FRA,A,0,70.69,Transient
Resort Hotel,0,10,2,0,Direct,PRT,A,0,38,Transient
City Hotel,1,128,2,0,Groups,PRT,A,0,100,Transient
City Hotel,0,6,1,0,Corporate,PRT,A,0,67,Transient
Resort Hotel,0,5,2,0,Corporate,PRT,A,0,38,Transient
City Hotel,0,41,2,0,Online TA,PRT,D,0,151.5,Transient
Resort Hotel,0,0,1,0,Direct,SWE,E,3,161,Transient
City Hotel,0,137,2,0,Offline TA/TO,DEU,A,0,72,Transient
Resort Hotel,0,146,2,0,Offline TA/TO,DEU,E,1,70.6,Transient
City Hotel,1,12,2,0,Online TA,CN,A,0,88,Transient
City Hotel,0,0,2,0,Direct,TUN,A,0,75,Transient
City Hotel,0,11,2,3,Direct,USA,G,0,267,Transient
Resort Hotel,1,0,1,0,Direct,PRT,A,0,40,Transient
City Hotel,0,92,2,0,Offline TA/TO,BEL,A,0,89.1,Transient
City Hotel,0,29,2,0,Online TA,PRT,A,0,140,Transient
City Hotel,1,19,2,0,Direct,PRT,A,1,220.6,Transient
City Hotel,0,72,2,0,Direct,GBR,A,0,74.38,Transient
City Hotel,0,38,1,0,Online TA,MOZ,A,0,90.95,Transient
Resort Hotel,1,253,1,0,Groups,PRT,A,1,42,Transient-Party
Resort Hotel,0,71,2,0,Direct,AUS,F,3,105.13,Transient-Party
City Hotel,0,67,2,0,Online TA,ITA,A,0,146.2,Transient
City Hotel,0,396,2,0,Offline TA/TO,DEU,A,0,122.4,Transient-Party
Resort Hotel,0,174,2,0,Online TA,GBR,E,0,190,Transient
Resort Hotel,0,1,2,0,Online TA,PRT,A,0,95,Transient
City Hotel,0,4,1,0,Corporate,PRT,A,0,67,Transient
City Hotel,0,151,2,0,Online TA,NZL,E,0,143.1,Transient
Resort Hotel,0,4,2,2,Online TA,ESP,G,0,201,Transient
Resort Hotel,0,46,1,0,Online TA,NLD,A,0,54.67,Transient
City Hotel,0,234,3,0,Online TA,PRT,D,0,156.6,Transient
Resort Hotel,0,240,2,0,Online TA,GBR,D,0,70.84,Transient
City Hotel,0,292,2,0,Online TA,DEU,A,0,89.1,Transient
Resort Hotel,0,48,2,0,Direct,BRA,D,0,113,Transient
Resort Hotel,1,20,2,0,Online TA,CN,D,0,124,Transient
Resort Hotel,0,12,2,0,Online TA,GBR,A,0,85,Transient
City Hotel,1,405,2,0,Offline TA/TO,PRT,A,0,80,Transient-Party
Resort Hotel,0,14,1,0,Offline TA/TO,PRT,A,1,30,Transient
City Hotel,0,71,2,0,Online TA,FRA,A,0,144,Transient
City Hotel,1,605,2,0,Groups,PRT,A,0,60,Transient
Resort Hotel,1,79,2,0,Online TA,GBR,D,0,98,Transient
City Hotel,0,4,1,0,Groups,ESP,A,0,62,Transient-Party
City Hotel,1,356,2,2,Online TA,BHR,F,0,189.9,Transient
City Hotel,1,300,2,0,Groups,PRT,A,0,62,Contract
City Hotel,1,0,2,0,Direct,PRT,A,0,12,Transient
Resort Hotel,0,4,1,0,Direct,PRT,A,0,72,Transient
City Hotel,1,190,2,0,Online TA,BRA,A,0,117,Transient
City Hotel,0,8,2,0,Online TA,PRT,A,0,104.5,Transient
City Hotel,0,274,2,1,Online TA,DEU,A,1,15,Transient
City Hotel,0,40,1,0,Online TA,GBR,A,0,87.32,Transient
City Hotel,0,6,1,0,Groups,PRT,A,0,110,Transient-Party
City Hotel,0,8,2,0,Online TA,TUR,A,0,119,Transient
City Hotel,1,85,2,0,Online TA,BEL,A,0,102.43,Transient
City Hotel,0,36,2,2,Direct,BRA,G,0,261.67,Transient
Resort Hotel,0,26,2,0,Online TA,ESP,D,0,206,Transient
City Hotel,1,294,2,0,Online TA,NOR,A,0,99,Transient
City Hotel,0,95,1,0,Groups,AUT,A,0,74,Transient-Party
Resort Hotel,0,2,2,0,Online TA,PRT,A,0,105,Transient
City Hotel,0,188,2,0,Direct,GBR,D,0,114.87,Transient-Party
City Hotel,1,97,2,0,Online TA,DEU,A,0,135.9,Transient
City Hotel,0,203,2,0,Online TA,GBR,A,0,57.93,Transient
City Hotel,0,0,1,0,Online TA,PRT,A,0,135,Transient
City Hotel,0,3,2,0,Groups,PRT,A,0,62,Transient-Party
Resort Hotel,1,2,2,0,Direct,PRT,D,0,53,Transient
City Hotel,0,66,2,0,Online TA,CHE,D,0,108.8,Transient-Party
City Hotel,1,69,1,0,Offline TA/TO,PRT,A,0,120,Transient
Resort Hotel,0,1,2,0,Online TA,ITA,A,0,145.67,Transient
City Hotel,0,166,3,0,Online TA,DEU,D,0,128.7,Transient
City Hotel,0,58,1,0,Offline TA/TO,PRT,A,1,81,Transient-Party
City Hotel,1,16,2,0,Groups,PRT,A,0,76.67,Transient
City Hotel,1,147,2,0,Online TA,BEL,A,0,126,Transient
Resort Hotel,0,180,2,0,Offline TA/TO,CN,A,0,104.85,Transient
City Hotel,1,351,3,0,Online TA,BRA,D,0,132.3,Transient
City Hotel,1,412,2,0,Groups,PRT,A,0,62,Transient
City Hotel,0,66,2,2,Online TA,NLD,G,0,184.52,Transient
Resort Hotel,0,54,2,2,Online TA,ESP,G,0,279,Transient
Resort Hotel,0,177,2,0,Direct,GBR,E,1,104.6,Transient
City Hotel,1,64,2,0,Online TA,GBR,D,0,140.4,Transient
City Hotel,0,207,2,0,Online TA,USA,A,0,99,Transient
City Hotel,1,96,1,0,Online TA,PRT,A,1,80.7,Transient
City Hotel,1,46,2,0,Direct,FRA,A,0,79.2,Transient
City Hotel,0,182,2,0,Direct,GBR,D,0,144.38,Transient
Resort Hotel,0,131,2,0,Groups,DEU,A,1,40,Contract
City Hotel,0,24,2,0,Offline TA/TO,FRA,A,0,80,Transient
Resort Hotel,0,194,2,0,Offline TA/TO,POL,D,0,130.55,Transient
City Hotel,0,111,1,0,Online TA,NLD,A,0,109.65,Transient-Party
City Hotel,0,0,2,2,Direct,PRT,F,0,200,Transient
City Hotel,0,171,2,0,Direct,GBR,D,0,111.6,Transient
Resort Hotel,0,168,2,0,Direct,IRL,E,0,123.5,Transient-Party
City Hotel,0,21,2,0,Offline TA/TO,PRT,A,1,87,Transient
Resort Hotel,1,22,2,0,Online TA,PRT,E,0,266,Transient
City Hotel,0,142,2,0,Offline TA/TO,ITA,A,0,80.1,Transient
Resort Hotel,0,0,2,0,Direct,GBR,E,1,80,Transient
Resort Hotel,0,49,2,0,Online TA,PRT,A,0,198,Transient
City Hotel,1,53,2,0,Online TA,GBR,D,0,131.14,Transient
Resort Hotel,1,338,2,0,Online TA,FRA,E,0,118.67,Transient
Resort Hotel,1,266,2,0,Online TA,FIN,E,0,81,Transient
City Hotel,0,17,1,0,Corporate,ESP,D,1,75,Transient-Party
Resort Hotel,0,351,2,0,Groups,PRT,D,0,82,Transient-Party
City Hotel,0,44,2,0,Online TA,FRA,A,0,117.9,Transient
Resort Hotel,0,10,2,0,Direct,PRT,E,0,62,Transient
City Hotel,0,457,2,0,Offline TA/TO,DEU,A,1,122.4,Transient-Party
Resort Hotel,0,8,2,0,Direct,RUS,D,0,123.67,Transient
Resort Hotel,0,8,3,0,Groups,GBR,A,1,70,Transient-Party
City Hotel,0,125,1,0,Online TA,FRA,D,0,126,Transient-Party
City Hotel,1,5,3,1,Direct,USA,E,0,197,Transient
City Hotel,1,159,3,0,Online TA,DEU,D,0,157.25,Transient
City Hotel,0,104,2,0,Online TA,FRA,A,0,65.67,Transient
City Hotel,1,32,2,0,Online TA,PRT,A,0,66.64,Transient
Resort Hotel,0,194,2,0,Offline TA/TO,POL,A,0,116.1,Transient
City Hotel,0,37,3,0,Direct,ESP,E,2,196.35,Transient
City Hotel,0,116,1,0,Groups,FRA,A,0,90,Transient-Party
City Hotel,1,32,2,0,Online TA,PRT,A,0,94.5,Contract
City Hotel,1,40,2,0,Online TA,PRT,A,0,89.4,Transient
City Hotel,0,476,2,0,Offline TA/TO,GBR,A,0,112.67,Transient-Party
City Hotel,0,74,2,0,Online TA,DEU,A,0,99.45,Transient
City Hotel,1,158,1,0,Groups,PRT,A,0,130,Transient
City Hotel,1,54,2,2,Online TA,IRL,F,0,177.3,Transient
City Hotel,1,290,2,0,Groups,PRT,A,0,62,Transient-Party
City Hotel,0,73,2,0,Online TA,CHE,A,0,140,Transient-Party
City Hotel,0,292,2,0,Offline TA/TO,DEU,A,0,115,Transient-Party
City Hotel,1,302,2,0,Online TA,USA,A,0,89.1,Transient
City Hotel,0,154,2,0,Direct,DEU,A,0,85.5,Transient
Resort Hotel,0,28,1,0,Online TA,FRA,G,0,172,Transient-Party
City Hotel,1,269,2,0,Online TA,CHE,A,0,109.8,Transient
City Hotel,0,71,2,0,Offline TA/TO,CN,D,0,142.5,Transient-Party
City Hotel,0,21,2,0,Online TA,USA,A,0,115,Transient
Resort Hotel,0,107,2,0,Offline TA/TO,GBR,A,0,70.99,Contract
City Hotel,0,4,1,0,Offline TA/TO,GRC,A,0,78.4,Transient
City Hotel,0,4,1,0,Direct,FRA,A,1,88,Transient
